animal_image,animal_type,expected_answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,intro_text.started,intro_dismiss.started,intro_dismiss.keys,intro_dismiss.rt,ISI.started,stimulus.started,response.started,response.keys,response.corr,timeout_feedback.started,wrong_feedback.started,timeout_feedback.stopped,wrong_feedback.stopped,response.rt,correct_feedback.started,correct_feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,7.3656710000068415,7.3656710000068415,space,1.1534641000034753,,,,,,,,,,,,,659594,001,2022-07-03_04h11.13.586,file6,2022.2.0,59.87733529443718,
cat4.jpg,cat,c,0,0,0,3,,,,,0.013531899996451102,9.094877199997427,9.094877199997427,None,0,11.074588200004655,11.074588200004655,13.075621600000886,13.075621600000886,,,,659594,001,2022-07-03_04h11.13.586,file6,2022.2.0,59.87733529443718,
dog3.jpg,dog,d,0,1,1,7,,,,,0.0006545999931404367,13.576530000005732,13.576530000005732,None,0,15.589079700002912,15.589079700002912,17.603443200001493,17.603443200001493,,,,659594,001,2022-07-03_04h11.13.586,file6,2022.2.0,59.87733529443718,
cat2.jpg,cat,c,0,2,2,1,,,,,0.0005194999976083636,18.10361790000752,18.10361790000752,c,1,,,,,1.133433499999228,19.280124500000966,21.28288430000248,659594,001,2022-07-03_04h11.13.586,file6,2022.2.0,59.87733529443718,
dog1.jpg,dog,d,0,3,3,5,,,,,0.0004577000072458759,21.783676100007142,21.783676100007142,d,1,,,,,0.7568353000096977,22.576755600006436,24.577039900003,659594,001,2022-07-03_04h11.13.586,file6,2022.2.0,59.87733529443718,
,,,,,,,,,,,0.0005630000086966902,25.07773079999606,25.07773079999606,None,0,27.091412699999637,27.091412699999637,,,,,,,,,,,,
