trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,animal_image,animal_type,expected_answer,intro_text.started,intro_dismiss.started,intro_dismiss.keys,intro_dismiss.rt,ISI.started,stimulus.started,response.started,response.keys,response.corr,response.rt,incorrect_feedback.started,incorrect_feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,8.359152499993797,8.359152499993797,space,0.7782187999982852,,,,,,,,,266457,001,2022-07-03_04h03.12.642,file6,2022.2.0,59.99088138119711,
,,,,,,,,,,,0.011682900003506802,9.683889199994155,9.683889199994155,c,0,0.9992465999966953,10.702675599997747,12.715478500002064,,,,,,,
