trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,animal_image,animal_type,expected_answer,intro_text.started,intro_dismiss.started,intro_dismiss.keys,intro_dismiss.rt,ISI.started,stimulus.started,response.started,response.keys,response.corr,timeout_feedback.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,7.4357888999948045,7.4357888999948045,space,0.7665686999971513,,,,,,,582807,001,2022-07-03_04h12.25.256,file6,2022.2.0,60.13243567847042,
,,,,,,,,,,,0.01164009999774862,8.748679500000435,8.748679500000435,None,0,,,,,,,,
