24.0930 	EXP 	correct_feedback: autoDraw = False
24.0930 	EXP 	correct_feedback: autoDraw = False
24.0930 	EXP 	timeout_feedback: autoDraw = False
24.0930 	EXP 	wrong_feedback: autoDraw = False
24.1053 	EXP 	window1: recordFrameIntervals = False
24.5711 	EXP 	stimulus: image = 'dog4.jpg'
24.5938 	EXP 	stimulus: autoDraw = True
26.6071 	EXP 	stimulus: autoDraw = False
26.6071 	EXP 	timeout_feedback: autoDraw = True
28.6055 	EXP 	timeout_feedback: autoDraw = False
28.6070 	EXP 	New trial (rep=0, index=4): {'animal_image': 'cat3.jpg', 'animal_type': 'cat', 'expected_answer': 'c'}
28.6072 	EXP 	window1: recordFrameIntervals = False
28.6222 	EXP 	correct_feedback: autoDraw = False
28.6222 	EXP 	timeout_feedback: autoDraw = False
28.6222 	EXP 	wrong_feedback: autoDraw = False
28.6359 	EXP 	window1: recordFrameIntervals = False
29.1008 	EXP 	stimulus: image = 'cat3.jpg'
29.1008 	EXP 	stimulus: autoDraw = True
31.1009 	EXP 	stimulus: autoDraw = False
31.1009 	EXP 	stimulus: autoDraw = False
31.1009 	EXP 	timeout_feedback: autoDraw = True
33.1002 	EXP 	New trial (rep=0, index=5): {'animal_image': 'dog2.jpg', 'animal_type': 'dog', 'expected_answer': 'd'}
33.1005 	EXP 	window1: recordFrameIntervals = False
33.1156 	EXP 	timeout_feedback: autoDraw = False
33.1156 	EXP 	correct_feedback: autoDraw = False
33.1156 	EXP 	timeout_feedback: autoDraw = False
33.1156 	EXP 	wrong_feedback: autoDraw = False
33.1230 	EXP 	window1: recordFrameIntervals = False
33.5934 	EXP 	stimulus: image = 'dog2.jpg'
33.5934 	EXP 	stimulus: autoDraw = True
35.5946 	EXP 	stimulus: autoDraw = False
35.5946 	EXP 	stimulus: autoDraw = False
35.5946 	EXP 	timeout_feedback: autoDraw = True
37.5947 	EXP 	New trial (rep=0, index=6): {'animal_image': 'dog3.jpg', 'animal_type': 'dog', 'expected_answer': 'd'}
37.5952 	EXP 	window1: recordFrameIntervals = False
37.6088 	EXP 	timeout_feedback: autoDraw = False
37.6088 	EXP 	correct_feedback: autoDraw = False
37.6088 	EXP 	timeout_feedback: autoDraw = False
37.6088 	EXP 	wrong_feedback: autoDraw = False
37.6186 	EXP 	window1: recordFrameIntervals = False
38.0866 	EXP 	stimulus: image = 'dog3.jpg'
38.1094 	EXP 	stimulus: autoDraw = True
40.1228 	EXP 	stimulus: autoDraw = False
40.1228 	EXP 	timeout_feedback: autoDraw = True
42.1217 	EXP 	timeout_feedback: autoDraw = False
42.1228 	EXP 	New trial (rep=0, index=7): {'animal_image': 'cat4.jpg', 'animal_type': 'cat', 'expected_answer': 'c'}
42.1230 	EXP 	window1: recordFrameIntervals = False
42.1392 	EXP 	correct_feedback: autoDraw = False
42.1392 	EXP 	timeout_feedback: autoDraw = False
42.1392 	EXP 	wrong_feedback: autoDraw = False
42.1499 	EXP 	window1: recordFrameIntervals = False
42.6181 	EXP 	stimulus: image = 'cat4.jpg'
42.6181 	EXP 	stimulus: autoDraw = True
44.6161 	EXP 	stimulus: autoDraw = False
44.6161 	EXP 	stimulus: autoDraw = False
44.6161 	EXP 	timeout_feedback: autoDraw = True
46.6161 	EXP 	New trial (rep=0, index=8): {'animal_image': 'cat2.jpg', 'animal_type': 'cat', 'expected_answer': 'c'}
46.6164 	EXP 	window1: recordFrameIntervals = False
46.6314 	EXP 	timeout_feedback: autoDraw = False
46.6314 	EXP 	correct_feedback: autoDraw = False
46.6314 	EXP 	timeout_feedback: autoDraw = False
46.6314 	EXP 	wrong_feedback: autoDraw = False
46.6438 	EXP 	window1: recordFrameIntervals = False
47.1092 	EXP 	stimulus: image = 'cat2.jpg'
47.1092 	EXP 	stimulus: autoDraw = True
49.1103 	EXP 	stimulus: autoDraw = False
49.1103 	EXP 	stimulus: autoDraw = False
49.1103 	EXP 	timeout_feedback: autoDraw = True
51.1086 	EXP 	New trial (rep=0, index=9): {'animal_image': 'dog5.jpg', 'animal_type': 'dog', 'expected_answer': 'd'}
51.1088 	EXP 	window1: recordFrameIntervals = False
51.1249 	EXP 	timeout_feedback: autoDraw = False
51.1249 	EXP 	correct_feedback: autoDraw = False
51.1249 	EXP 	timeout_feedback: autoDraw = False
51.1249 	EXP 	wrong_feedback: autoDraw = False
51.1351 	EXP 	window1: recordFrameIntervals = False
51.6030 	EXP 	stimulus: image = 'dog5.jpg'
51.6030 	EXP 	stimulus: autoDraw = True
53.6051 	EXP 	stimulus: autoDraw = False
53.6051 	EXP 	stimulus: autoDraw = False
53.6051 	EXP 	timeout_feedback: autoDraw = True
55.6048 	EXP 	timeout_feedback: autoDraw = False
55.6220 	EXP 	correct_feedback: autoDraw = False
55.6220 	EXP 	timeout_feedback: autoDraw = False
55.6220 	EXP 	wrong_feedback: autoDraw = False
55.6697 	EXP 	window1: mouseVisible = True
