trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,animal_image,animal_type,expected_answer,intro_text.started,intro_dismiss.started,intro_dismiss.keys,intro_dismiss.rt,ISI.started,stimulus.started,response.started,response.keys,response.corr,response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,9.043181700006244,9.043181700006244,space,1.7980441999970935,,,,,,,506920,001,2022-07-03_04h44.46.873,file7,2022.2.0,59.97497843872853,
,,,,,,,,,,,0.024617300005047582,11.403232600001502,11.403232600001502,c,1,1.657450400001835,,,,,,,
